transaction_date,buuid,transaction_value,approved_transaction_count,failed_transaction_count
2021-10-02,1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,2100,6,0
2021-10-03,1582364338756-a3277867-fddc-48b3-8361-db0474c692a0,455,2,1
2021-10-04,1616071742963-57ffec1d-3732-4b9e-84f2-02744cc67f38,1890,3,0
2021-10-15,1607514042503-1f5c28bd-30c4-4282-9030-25df12c239de,110,1,0
2021-10-18,1537776497168-7927fc24-4d77-4d5a-b2ec-98602f920bf0,9548,3,0
2021-10-19,1574885425305-1557d695-5fc8-4077-a237-c5fa8fc0c32b,100,1,0
2021-10-19,1600166381764-9d7679bc-5249-4248-af08-16e30dfa793d,456,1,0
2021-10-19,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,480,3,0
2021-10-20,1619596147529-8dc6fe4d-57b1-47bc-9614-64cb0a905333,510,1,1
2021-10-21,1623408697182-f96a98fd-08d8-434f-b5f7-656ec5a39583,250,1,0
2021-10-22,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,5500,2,0
2021-10-22,1471869286358-fdc228c1-8fc1-4070-b9be-243aabd79909,3540,3,3
2021-10-23,1572023920337-786cc891-e3cf-4cd6-93bd-3e0069307088,1600,1,1
2021-10-24,1609943148307-bb37c0dc-0336-4477-bd56-f6f8e3090ebf,300,1,0
2021-10-26,1617280710337-a99376ab-fc4c-4ca0-a004-00a327a7b2a9,6315.82,2,0
2021-10-28,1616575208705-ee47147c-41f8-4cfc-821e-b1b42c9c6c56,170,2,1
2021-10-29,1623408697182-f96a98fd-08d8-434f-b5f7-656ec5a39583,130,1,0
2021-10-29,1539279493393-a679f971-0d0d-411c-8605-f794a486651a,2520,3,2
2021-10-29,1528872407651-d0238070-51a3-4f8c-8def-71767e9a403e,2316,6,3
2021-11-01,1611834477147-033f6506-3767-4a67-8c6b-c54b95145a0b,1300,2,3
2021-11-02,1556345949340-f416e50d-f254-43ea-8d0d-ff8d6701e1e1,5626.26,1,0
2021-11-03,1588145636493-7f53adc5-0dfd-4a87-b23b-c9d315e10acf,450,1,0
2021-11-06,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,2903.21,6,0
2021-11-11,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,98,1,0
2021-11-14,1543915907471-052079f7-ee80-4592-8582-e525e69753dd,1507,3,0
2021-11-19,1614800510114-2a65984c-3933-43e4-acbc-35aeaa264a9a,5440,12,4
2021-11-24,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,325,1,0
2021-11-24,1626890332639-79f45dde-2890-4a0c-9ffb-83088798d8e4,850,4,0
2021-11-25,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,418,3,2
2021-12-01,1620045517589-e5dea663-7af1-4249-8b2f-7ba09c708e23,774,3,1
2021-12-05,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,180,3,1
2021-07-02,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,1718,6,0
2021-07-05,1618676111897-61164bfe-8624-427b-8f80-22b463adcc31,1620,1,0
2021-07-12,1606908917123-5e4b76a5-45d7-48ea-a3a3-e2a0d11598c0,250,1,0
2021-07-14,1606844409968-52d0cf22-ddf5-4407-972c-414cf9a96638,270,1,1
2021-07-26,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,10500,6,0
2021-07-27,1575187818389-77a3c484-209d-4a09-9d07-65f0ef8d2cae,2000,1,0
2021-07-30,1478954518173-498e0512-7304-4e8e-93fb-0aa5eda99b5c,280,2,0
2021-08-03,1624742624561-0382b78a-1b12-40da-a7b5-7a1d7e4388d7,40,1,0
2021-08-03,1620222310201-148623cf-4c81-434f-819f-c15b385e9f6f,450,1,0
2021-08-04,1574885425305-1557d695-5fc8-4077-a237-c5fa8fc0c32b,901,2,1
2021-08-04,1619596147529-8dc6fe4d-57b1-47bc-9614-64cb0a905333,570,2,0
2021-08-04,1509109286074-0c36ba7d-023c-4694-85ec-3e0b6fdcacbc,5931.25,20,5
2021-08-06,1584127344675-bf382bff-4ce5-470a-98e4-dc8db83e03de,1480,6,0
2021-08-06,1605640622472-e6015bcd-8b0f-458d-bf6e-4c3bbbe957ee,180,1,0
2021-08-07,1580403662231-04676b95-888a-4b63-a9a7-74f1c23d03f5,1140,2,0
2021-08-10,1617983936374-f7c30788-fae4-4307-beb1-a81985ccaf16,200,6,0
2021-08-11,1624366890594-40f2ee0d-8b5e-427c-9e8d-bead75e6feff,474,2,0
2021-08-15,1626890332639-79f45dde-2890-4a0c-9ffb-83088798d8e4,70,1,1
2021-08-18,1614694496890-dfbe57fc-a9c9-419e-901a-85e8a7885c4e,520,2,0
2021-08-19,1606399230017-25bfb619-6878-4663-9e95-47a5a5c60b80,178,3,0
2021-08-25,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,635,1,1
2021-08-27,1599119486806-767cf3c2-9df2-4348-b3df-b13aad651126,1680,4,0
2021-08-30,1584088291949-94b92ebb-a45d-4fc7-9300-063756504f30,700,1,1
2021-09-03,1571473002958-76439d6b-a90b-4ec2-81fb-b788a3085537,1050,3,0
2021-09-06,1624965760494-393844ec-3589-408e-ac9f-c20520e156a0,1480,3,0
2021-09-09,1625034264662-dd2a906c-c358-453e-ab81-0ceed7213588,219,3,1
2021-09-10,1609943148307-bb37c0dc-0336-4477-bd56-f6f8e3090ebf,1150,3,0
2021-09-13,1594382883187-5c6850ac-2c20-4223-9c1f-51a653143866,450,1,0
2021-09-16,1605629141854-ae33a384-3e8d-4cec-b910-e2eab3e401eb,190,1,0
2021-09-16,1618864716001-dd45c37b-8695-4923-ab92-9d9bc46c38b4,358,2,2
2021-09-17,1497472885653-6d63ed48-c77e-479f-b686-173d77c83803,700,2,0
2021-09-18,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,4595,15,5
2021-09-19,1574885425305-1557d695-5fc8-4077-a237-c5fa8fc0c32b,210,1,0
2021-09-20,1547072155388-6473e8ed-1a3f-45af-a8e1-97420b9aaf9f,1720,2,0
2021-09-20,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,65,1,0
2021-10-09,1574753782569-9d027aaa-ea4c-4006-a310-b473eaf09bfe,370,1,0
2021-10-11,1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,360,3,0
2021-10-16,1574753782569-9d027aaa-ea4c-4006-a310-b473eaf09bfe,3000,2,0
2021-10-18,1606306599883-71371bb8-12c1-4d48-93f1-a02eb20748d0,1045,1,0
2021-10-20,1617278828832-f56bdab4-e26e-44b5-b1ed-8ec1319c799a,2297.84,1,0
2021-10-21,1491195056982-bff0eed0-c3f4-4e0c-8cc3-339b1cac769e,590,1,1
2021-10-21,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,860,2,0
2021-10-24,1618927930223-3d4ede3f-8eea-4ee8-913a-39010c3897e8,355,2,0
2021-10-30,1556345949340-f416e50d-f254-43ea-8d0d-ff8d6701e1e1,2800,1,0
2021-11-04,1613743791949-831f4517-6159-4b83-a86b-348d692fcd15,600,1,0
2021-11-10,1620222310201-148623cf-4c81-434f-819f-c15b385e9f6f,3750,1,0
2021-11-16,1609943148307-bb37c0dc-0336-4477-bd56-f6f8e3090ebf,300,1,0
2021-07-02,1520801970995-9956d864-e379-469b-9044-0851d2c7afc8,3255,2,0
2021-07-12,1588063384454-5e40e713-e2a5-40f6-9279-3dc5f6c091bf,550.6,3,0
2021-07-13,1601270222743-4b9129e3-fbad-49a5-a536-aca523da26bc,100,1,0
2021-07-16,1615208124818-7206300d-7b4c-4645-8f6e-be878a6d8951,350,2,0
2021-07-28,1498144622675-cd9a0afc-2435-48d8-9199-c543c709d22b,2158,2,0
2021-07-28,1570870577807-45df98b6-bbd9-48bd-bd31-6c822e1df005,330,1,0
2021-11-19,1581591062841-49173f13-cc8d-4608-9fe8-e3af1013219b,7500,1,0
2021-08-11,1580403662231-04676b95-888a-4b63-a9a7-74f1c23d03f5,380,1,0
2021-08-13,1616071742963-57ffec1d-3732-4b9e-84f2-02744cc67f38,3080,1,0
2021-08-16,1575006110009-4422f13e-bc51-4ca0-b035-97240434136e,540,1,2
2021-08-25,1568643569905-6e12b5ac-cfb8-431d-8aca-caa574fb5d34,3500,2,0
2021-08-28,1594982148060-6f5415e0-ace0-4abb-af71-6b5bf41bf62b,6640,10,0
2021-08-29,1583168571535-5ee243e2-83dd-423b-bad6-285f0f01a530,100,1,0
2021-09-14,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,2020,2,0
2021-09-17,1606908917123-5e4b76a5-45d7-48ea-a3a3-e2a0d11598c0,250,1,0
2021-09-19,1598002265290-b9dcf210-1224-4833-8f4d-fc21757214b4,100,1,0
2021-09-20,1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,2100,1,0
2021-09-25,1496749819797-425dc084-d946-4b85-8635-be8a2295cc75,370,1,0
2021-09-26,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,200,2,0
2021-09-27,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,440,1,0
2021-09-29,1607328041837-f6e1a6b8-0cd8-4944-8308-5e70fdbf3460,15,1,0
2021-10-05,1617280710337-a99376ab-fc4c-4ca0-a004-00a327a7b2a9,8250,2,1
2021-10-05,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,84,1,0
2021-10-06,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,280,1,0
2021-10-13,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,55,1,0
2021-10-16,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,75,1,0
2021-10-21,1612558869007-7a9a6c84-9a80-4e15-be44-682f1322208e,350,1,0
2021-10-22,1623408697182-f96a98fd-08d8-434f-b5f7-656ec5a39583,160,1,0
2021-10-24,1617785589795-4ea8a558-d714-4b44-8ef9-d06db8571c86,240,1,0
2021-10-27,1520801970995-9956d864-e379-469b-9044-0851d2c7afc8,2367,1,0
2021-11-04,1626787151260-9cffe7ea-64fe-4055-b981-d3a9c3f14b58,1196,4,0
2021-11-04,1615208124818-7206300d-7b4c-4645-8f6e-be878a6d8951,2326.25,1,0
2021-11-04,1617983936374-f7c30788-fae4-4307-beb1-a81985ccaf16,80,2,0
2021-11-05,1600166381764-9d7679bc-5249-4248-af08-16e30dfa793d,495.02,1,0
2021-11-10,1606852838518-14089193-7b63-4e18-bec3-dacba3c6d301,146,2,0
2021-11-13,1620222310201-148623cf-4c81-434f-819f-c15b385e9f6f,1650,1,0
2021-11-15,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,450,1,0
2021-11-17,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,225,1,0
2021-11-17,1568643569905-6e12b5ac-cfb8-431d-8aca-caa574fb5d34,410,1,0
2021-11-19,1614694496890-dfbe57fc-a9c9-419e-901a-85e8a7885c4e,80,1,0
2021-12-07,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,1375,3,1
2021-12-07,1576389016603-8417d344-f941-4a67-ab9f-2da540e7208a,750,1,0
2021-07-01,1580403662231-04676b95-888a-4b63-a9a7-74f1c23d03f5,357,1,0
2021-07-10,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,187,1,0
2021-07-14,1598002265290-b9dcf210-1224-4833-8f4d-fc21757214b4,80,1,0
2021-08-04,1579300600479-2b273a28-75c3-4b62-84a2-302b0690ec75,325,2,0
2021-07-01,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,2613,9,0
2021-07-08,1614443245255-7bd5db22-e8e8-4962-8da3-8046fb6ee291,94,1,0
2021-07-09,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,320,2,2
2021-08-08,1605862209224-f9948586-fb13-4ee1-b30e-37fea7db5444,360,2,0
2021-08-12,1575187818389-77a3c484-209d-4a09-9d07-65f0ef8d2cae,550,1,0
2021-08-18,1560980106953-1fd4c500-e013-44cb-a663-fb904e9e1853,220,2,0
2021-08-28,1496749819797-425dc084-d946-4b85-8635-be8a2295cc75,120,1,0
2021-07-24,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,18930,6,0
2021-07-26,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,1024,2,0
2021-07-29,1599119486806-767cf3c2-9df2-4348-b3df-b13aad651126,370,1,0
2021-07-29,1613234197112-567f98f0-bc7c-41e7-b770-1c8d6c30475b,138,1,0
2021-07-31,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,1156,2,0
2021-08-04,1496749819797-425dc084-d946-4b85-8635-be8a2295cc75,350,1,0
2021-08-11,1608777682408-c2950cce-fbf1-42c2-806c-4254981aa846,840,2,0
2021-08-16,1610643199088-595f1031-f269-453d-97e8-07ff3457155d,55,1,0
2021-08-18,1497472885653-6d63ed48-c77e-479f-b686-173d77c83803,400,1,0
2021-08-24,1553615597046-9b181488-e624-4307-8e0c-c647cad9663f,100,1,0
2021-08-28,1574753782569-9d027aaa-ea4c-4006-a310-b473eaf09bfe,1550,1,0
2021-08-31,1613846766808-556442d8-38ee-4fce-9d37-297bae18707f,250,1,0
2021-09-01,1624366890594-40f2ee0d-8b5e-427c-9e8d-bead75e6feff,50,1,0
2021-09-03,1594382883187-5c6850ac-2c20-4223-9c1f-51a653143866,700,1,0
2021-09-07,1612558869007-7a9a6c84-9a80-4e15-be44-682f1322208e,5000,2,0
2021-09-10,1620222310201-148623cf-4c81-434f-819f-c15b385e9f6f,1350,1,0
2021-09-12,1626890332639-79f45dde-2890-4a0c-9ffb-83088798d8e4,1910,2,0
2021-08-08,1574767111221-ed344e8a-2375-4812-b2c2-856bda0d040e,4915.09,35,25
2021-08-09,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,5160,60,2
2021-08-09,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,2163,18,2
2021-08-09,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,2315,9,0
2021-08-09,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,1558,6,3
2021-08-09,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,3484,28,1
2021-08-09,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,1341,13,3
2021-08-09,1607514042503-1f5c28bd-30c4-4282-9030-25df12c239de,423,4,1
2021-08-10,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,914,26,6
2021-08-10,1538045133844-6b2c010e-e10d-45f9-9ac8-da417fcd4f49,3094,1,0
2021-08-10,1543915907471-052079f7-ee80-4592-8582-e525e69753dd,657,2,0
2021-08-11,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,35178,72,28
2021-08-11,1614800510114-2a65984c-3933-43e4-acbc-35aeaa264a9a,2500,4,0
2021-08-11,1471869286358-fdc228c1-8fc1-4070-b9be-243aabd79909,14610,12,6
2021-08-11,1606144092277-c75b353c-77c0-429a-bd35-0ab5da2e38a2,1231,2,0
2021-08-12,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,3103,32,12
2021-08-12,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,16880,40,20
2021-08-12,1552412048292-b1246b83-3799-4be1-ba45-6e041354db07,1086,19,6
2021-08-12,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,4085.56,36,12
2021-08-12,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,654,5,1
2021-08-12,1596099472752-a0247d8f-c922-4438-be2d-5034be12da8f,787,7,0
2021-08-12,1584028974569-c000587d-4126-4149-b234-341d04b50735,1200,3,0
2021-08-12,1579300600479-2b273a28-75c3-4b62-84a2-302b0690ec75,310,2,0
2021-08-12,1581633732665-416ca8f8-dc68-4567-be17-c6ed13609eb0,3095,4,2
2021-08-13,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,15750,3,0
2021-08-13,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,15860,76,12
2021-08-13,1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,3859.35,7,1
2021-08-13,1553615597046-9b181488-e624-4307-8e0c-c647cad9663f,570,5,2
2021-08-13,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,16245,48,12
2021-08-13,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,3550,6,0
2021-08-14,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,3699.2,42,5
2021-08-14,1504518484351-230dcfed-815c-4363-b051-45e130cd9c1d,1255,4,0
2021-08-14,1604388122620-9d3e35de-b776-42b8-91ab-1ef3155fab36,19487.2,120,40
2021-08-14,1604866643413-8080c541-532e-4f4d-a669-eafa2ec56373,2745,11,0
2021-08-14,1595172261981-e52d1b9d-5f73-423a-9cf8-2ec40edcd165,639.78,2,1
2021-08-14,1602079725480-b17c6c01-1b82-4ffa-b5ae-9dced2eb16e7,2822,19,6
2021-08-14,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,1256,7,0
2021-08-14,1587552938317-53d765dd-235b-4e7f-b19f-50cebead47ae,447,5,0
2021-08-14,1584028974569-c000587d-4126-4149-b234-341d04b50735,590,2,1
2021-08-14,1612875502189-071f7d13-9385-4836-bce0-2d58040ca801,679,10,3
2021-08-14,1553192471810-40369f98-6533-4520-828c-7ca23266014e,1476,13,6
2021-08-14,1606889051310-95206022-8197-4872-a136-032c381b2b44,4080,8,0
2021-08-14,1601050622502-ece0abd5-6dfc-4176-a281-aa9af15dc858,54484,44,4
2021-08-15,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2260,42,20
2021-08-15,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,19991.4,220,34
2021-08-16,1489738068558-d548daca-303c-4b94-8a4d-d876d6336751,1200,6,12
2021-08-16,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,78195,95,20
2021-08-16,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,17181,48,12
2021-08-16,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,17915,70,0
2021-08-16,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,1924,10,3
2021-08-16,1626890332639-79f45dde-2890-4a0c-9ffb-83088798d8e4,1540,5,1
2021-08-16,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,620,3,3
2021-08-17,1595282121192-b716e908-9ff5-4e1c-a59b-fc495f57916f,4558.7,41,8
2021-08-17,1570610804261-f84376e3-6bd3-4c1f-a4c8-8b63b6ec4b27,3490,5,0
2021-08-17,1615523891028-ef309e18-a768-4638-bc0d-be5c3dfed475,810,5,1
2021-08-17,1553615597046-9b181488-e624-4307-8e0c-c647cad9663f,590,4,1
2021-08-18,1502362170276-b94af44d-0d73-4818-b614-292dc65f299a,280,1,0
2021-08-18,1626780136979-10e29abd-b36d-4578-a178-bb6618c101d2,1880,9,2
2021-08-18,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,4448,23,5
2021-08-18,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,2260,3,1
2021-08-18,1552412048292-b1246b83-3799-4be1-ba45-6e041354db07,1083,20,1
2021-08-18,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,3164.28,32,0
2021-08-18,1497430261259-c4f2549f-0eb9-4e77-8439-fb2033be2caa,1338,11,3
2021-08-18,1589479493395-97c747a7-5c69-4762-a78d-1208fb9f998a,201,5,1
2021-08-18,1553192471810-40369f98-6533-4520-828c-7ca23266014e,313,3,0
2021-08-18,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,5033,13,4
2021-08-19,1549369380501-4a76d419-be6c-4ff6-9705-5d2186f58fa4,6882.8,5,0
2021-08-19,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,1475,12,2
2021-08-19,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,10870,50,0
2021-08-19,1568643569905-6e12b5ac-cfb8-431d-8aca-caa574fb5d34,580,1,0
2021-08-19,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,11564,42,10
2021-08-19,1626787151260-9cffe7ea-64fe-4055-b981-d3a9c3f14b58,1196,4,4
2021-08-19,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,8434,23,6
2021-08-19,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,833,9,2
2021-08-20,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,1956.02,26,1
2021-08-20,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2780,42,2
2021-08-20,1496749819797-425dc084-d946-4b85-8635-be8a2295cc75,495,1,0
2021-08-20,1606244894944-ed2fc1e0-72f5-49cb-b331-3118026b3316,17450.4,76,14
2021-08-20,1605640622472-e6015bcd-8b0f-458d-bf6e-4c3bbbe957ee,864,6,4
2021-08-20,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,4046.1,22,3
2021-08-20,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,750,7,2
2021-08-20,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,1795,7,7
2021-08-29,1608219600940-a4207577-3395-4117-92b3-d870ec721416,515,8,1
2021-08-29,1595511590312-7a479a3e-8f60-4807-b3b9-64d6e280072b,2010,8,0
2021-08-29,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,1190,11,1
2021-08-29,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,26882,93,5
2021-08-29,1501776832244-78854f9f-65b6-4d54-b3c2-2892c0da2362,2007,13,5
2021-08-30,1588848041740-384c66c5-1448-4812-8d05-b38e3c99ebc0,2238,4,0
2021-08-30,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,3020,17,0
2021-08-30,1446720162513-27a5f622-458c-40f5-b2a0-7c24f44a3c21,589.9,5,3
2021-08-30,1591500802732-90d6f347-4736-46f4-adca-de4520293e2a,879,6,1
2021-08-30,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,1750,5,1
2021-08-30,1616247368790-a6216b54-1436-42d8-8d08-4258748ebe5d,150,1,7
2021-08-30,1538045133844-6b2c010e-e10d-45f9-9ac8-da417fcd4f49,530,2,0
2021-08-30,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,2365,19,6
2021-08-31,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,3498,26,0
2021-08-31,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,7269,8,4
2021-08-31,1484834667492-04ce1b02-9fc8-4e87-b164-dae5f5a06a0b,110835,120,15
2021-08-31,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,566,8,12
2021-08-31,1619196399376-fb6c4a49-6a2c-4ce9-850c-ccd0cae9e665,644,6,1
2021-09-01,1570870577807-45df98b6-bbd9-48bd-bd31-6c822e1df005,3085,4,2
2021-09-01,1624742624561-0382b78a-1b12-40da-a7b5-7a1d7e4388d7,574,4,0
2021-09-01,1589298104786-b83d7fe1-35c5-43fb-b36d-94571c3a2e46,19450,10,1
2021-09-01,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,910,15,4
2021-09-01,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,1510,14,8
2021-09-01,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,4905,42,0
2021-09-01,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,5616,9,0
2021-09-01,1574767111221-ed344e8a-2375-4812-b2c2-856bda0d040e,1728,12,5
2021-09-02,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,794,21,1
2021-09-02,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,4575,39,0
2021-09-02,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,5360,16,12
2021-09-02,1608219600940-a4207577-3395-4117-92b3-d870ec721416,210,3,0
2021-09-02,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,690,5,2
2021-09-02,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,900,8,0
2021-09-02,1619196399376-fb6c4a49-6a2c-4ce9-850c-ccd0cae9e665,686,8,3
2021-09-02,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,4372,56,10
2021-09-02,1616762564889-e3fe009e-668d-4d19-be48-745510b9a8d3,736,6,4
2021-09-02,1501776832244-78854f9f-65b6-4d54-b3c2-2892c0da2362,1459,11,3
2021-09-02,1618927930223-3d4ede3f-8eea-4ee8-913a-39010c3897e8,1080,1,0
2021-09-02,1564573777032-ec1f4743-af11-48ee-aa48-16ee3e724db2,804,6,9
2021-09-02,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,16084,51,4
2021-09-02,1574767111221-ed344e8a-2375-4812-b2c2-856bda0d040e,2167,14,3
2021-09-03,1606244894944-ed2fc1e0-72f5-49cb-b331-3118026b3316,26822,74,12
2021-09-03,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,895,15,4
2021-09-03,1499786536388-78153cc6-e385-476b-aaf4-3989e25bc143,3956,26,1
2021-09-03,1606215638997-18be5214-a8d8-4ee8-b2a5-ca0894bbc5ef,3666,23,12
2021-09-03,1616231397864-df7a3435-74d4-43e3-a7da-596ea6b1e667,2035,32,10
2021-09-03,1509109286074-0c36ba7d-023c-4694-85ec-3e0b6fdcacbc,8395,30,0
2021-09-03,1560980106953-1fd4c500-e013-44cb-a663-fb904e9e1853,1400,4,6
2021-09-03,1615523891028-ef309e18-a768-4638-bc0d-be5c3dfed475,497,5,2
2021-09-03,1596315908073-443353a6-d409-4732-aee5-9f9a752dd8ee,972,15,1
2021-09-03,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,4991,14,2
2021-09-03,1616762564889-e3fe009e-668d-4d19-be48-745510b9a8d3,1559,18,6
2021-09-03,1616501877368-112fb449-fb08-4909-8403-a3c0e60c9c7c,6097,31,7
2021-09-04,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2210,36,8
2021-09-04,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,9620,42,8
2021-09-04,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,4201,21,1
2021-09-04,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,6024.5,27,2
2021-09-04,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,3050,5,2
2021-09-04,1629204142278-6833c181-f50b-4e7a-a799-9f8e113ac321,855,12,8
2021-09-04,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,900,2,2
2021-09-04,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,6180,10,4
2021-09-04,1608795892701-376e49b6-d2eb-4800-bb04-6aedda0c10ae,11256,80,50
2021-09-04,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,14518,37,4
2021-09-04,1624533349577-7a44f42d-588a-4217-8ac2-e9ffffc1199c,1539,15,7
2021-09-04,1627102202940-f65a33d6-f2cb-475e-bf8c-70e00a6a5aab,2319.1,18,8
2021-09-05,1606215638997-18be5214-a8d8-4ee8-b2a5-ca0894bbc5ef,5883.1,44,16
2021-09-05,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,4135,35,35
2021-09-05,1585509625445-9aec6212-a41b-4a35-97cb-b4d6b6f4e8ce,1462,16,0
2021-09-05,1601327432887-f3c249ed-81ab-4102-a9f6-bb532d8ab21f,14428,94,54
2021-09-05,1616762564889-e3fe009e-668d-4d19-be48-745510b9a8d3,1774,18,3
2021-09-05,1584127344675-bf382bff-4ce5-470a-98e4-dc8db83e03de,2020,6,2
